review_id,order_id,review_score,review_comment,estimated_delivery_date,actual_delivery_date,review_date
R000329,O000478,4,"Excellent quality, will buy again.",2023-09-03,2023-09-03,2023-09-05
R000330,O000479,4,Decent but packaging could improve.,2023-02-20,2023-02-22,2023-02-23
R000331,O000482,3,"Product is okay, average quality.",2024-05-28,2024-05-28,2024-05-29
R000332,O000483,3,"Product is okay, average quality.",2023-02-27,2023-02-28,2023-03-02
R000333,O000485,3,"Product is okay, average quality.",2023-10-19,2023-10-17,2023-10-19
R000334,O000486,2,"Product is okay, average quality.",2023-08-11,2023-08-14,2023-08-17
R000335,O000487,4,Good value for money.,2023-06-19,2023-06-19,2023-06-21
R000336,O000489,3,"Very late delivery, disappointed.",2024-08-26,2024-08-31,2024-09-04
R000337,O000491,5,Exactly as described. Very happy.,2023-11-03,2023-11-01,2023-11-05
R000338,O000492,4,"Works fine, nothing special.",2024-11-13,2024-11-15,2024-11-17
R000339,O000494,5,Loved it!,2023-12-23,2023-12-22,2023-12-23
R000340,O000497,5,Exactly as described. Very happy.,2024-12-23,2024-12-21,2024-12-22
R000341,O000499,3,Decent but packaging could improve.,2023-09-29,2023-10-02,2023-10-04
R000342,O000501,4,Loved it!,2023-04-07,2023-04-05,2023-04-08
R000343,O000502,4,"Product is okay, average quality.",2024-11-09,2024-11-11,2024-11-14
R000344,O000503,4,"Works fine, nothing special.",2023-12-28,2023-12-29,2024-01-02
R000345,O000504,2,Delivery took longer than expected.,2023-11-14,2023-11-17,2023-11-18
R000346,O000505,4,Loved it!,2024-02-14,2024-02-12,2024-02-14
R000347,O000506,3,Delivery took longer than expected.,2024-03-05,2024-03-06,2024-03-09
R000348,O000508,3,"Product is okay, average quality.",2024-04-11,2024-04-13,2024-04-15
R000349,O000509,4,"Product is okay, average quality.",2023-06-10,2023-06-12,2023-06-14
R000350,O000511,2,Not worth the price.,2024-09-23,2024-09-29,2024-10-03
R000351,O000512,1,"Poor packaging, item was scratched.",2024-08-29,2024-09-04,2024-09-05
R000352,O000514,4,Loved it!,2023-12-09,2023-12-09,2023-12-12
R000353,O000515,4,Decent but packaging could improve.,2023-04-15,2023-04-16,2023-04-19
R000354,O000516,2,Product quality not as expected.,2024-07-27,2024-08-03,2024-08-04
R000355,O000517,4,"Works fine, nothing special.",2023-08-01,2023-08-03,2023-08-04
R000356,O000518,4,"Excellent quality, will buy again.",2023-12-09,2023-12-09,2023-12-13
R000357,O000519,2,"Product is okay, average quality.",2023-07-17,2023-07-18,2023-07-19
R000358,O000520,4,Good value for money.,2023-04-09,2023-04-09,2023-04-13
R000359,O000521,4,Good value for money.,2024-03-20,2024-03-19,2024-03-22
R000360,O000522,3,"Product is okay, average quality.",2023-02-13,2023-02-14,2023-02-15
R000361,O000523,4,"Excellent quality, will buy again.",2024-06-13,2024-06-13,2024-06-17
R000362,O000525,5,"Excellent quality, will buy again.",2023-02-01,2023-01-30,2023-02-03
R000363,O000526,4,Loved it!,2023-12-27,2023-12-27,2023-12-28
R000364,O000528,5,"Excellent quality, will buy again.",2023-07-29,2023-07-29,2023-07-30
R000365,O000529,4,Good value for money.,2024-05-21,2024-05-20,2024-05-24
R000366,O000532,2,"Works fine, nothing special.",2023-01-18,2023-01-21,2023-01-24
R000367,O000533,4,Good value for money.,2023-07-29,2023-07-29,2023-08-02
R000368,O000534,5,"Great product, fast delivery!",2024-06-22,2024-06-22,2024-06-25
R000369,O000535,5,"Excellent quality, will buy again.",2023-08-21,2023-08-20,2023-08-23
R000370,O000536,4,Exactly as described. Very happy.,2023-04-02,2023-04-01,2023-04-02
R000371,O000537,3,"Product is okay, average quality.",2023-09-30,2023-09-30,2023-10-04
R000372,O000539,5,"Great product, fast delivery!",2024-11-01,2024-11-01,2024-11-04
R000373,O000540,5,Good value for money.,2023-08-10,2023-08-09,2023-08-10
R000374,O000541,1,Received a damaged item.,2024-07-17,2024-07-25,2024-07-29
R000375,O000544,4,"Product is okay, average quality.",2024-12-04,2024-12-06,2024-12-10
R000376,O000545,3,"Works fine, nothing special.",2023-11-01,2023-11-02,2023-11-03
R000377,O000549,3,Delivery took longer than expected.,2023-12-28,2023-12-28,2023-12-31
R000378,O000550,5,"Excellent quality, will buy again.",2023-10-10,2023-10-08,2023-10-10
R000379,O000551,4,Delivery took longer than expected.,2024-03-29,2024-04-01,2024-04-04
R000380,O000552,5,"Excellent quality, will buy again.",2024-05-08,2024-05-08,2024-05-10
R000381,O000553,4,Loved it!,2023-01-28,2023-01-28,2023-01-30
R000382,O000554,4,"Great product, fast delivery!",2023-05-20,2023-05-19,2023-05-22
R000383,O000555,5,Loved it!,2024-05-22,2024-05-21,2024-05-25
R000384,O000556,4,Loved it!,2024-04-23,2024-04-22,2024-04-23
R000385,O000557,5,"Great product, fast delivery!",2025-01-02,2025-01-01,2025-01-05
R000386,O000558,5,Loved it!,2024-06-08,2024-06-07,2024-06-09
R000387,O000559,5,Exactly as described. Very happy.,2024-12-16,2024-12-14,2024-12-15
R000388,O000560,2,Delivery took longer than expected.,2024-05-20,2024-05-21,2024-05-22
R000389,O000563,1,Not worth the price.,2024-08-03,2024-08-09,2024-08-11
R000390,O000564,3,Delivery took longer than expected.,2024-03-31,2024-04-01,2024-04-05
R000391,O000566,4,Delivery took longer than expected.,2023-09-05,2023-09-06,2023-09-08
R000392,O000568,4,"Excellent quality, will buy again.",2023-12-11,2023-12-09,2023-12-10
R000393,O000569,3,Delivery took longer than expected.,2023-11-26,2023-11-28,2023-11-29
R000394,O000570,4,Decent but packaging could improve.,2023-12-03,2023-12-05,2023-12-06
R000395,O000571,5,"Great product, fast delivery!",2023-06-25,2023-06-24,2023-06-28
R000396,O000572,3,"Product is okay, average quality.",2023-09-23,2023-09-26,2023-09-27
R000397,O000573,4,Delivery took longer than expected.,2023-10-02,2023-10-05,2023-10-07
R000398,O000574,4,Delivery took longer than expected.,2023-02-22,2023-02-24,2023-02-28
R000399,O000575,4,Loved it!,2024-06-27,2024-06-25,2024-06-26
R000400,O000576,5,"Great product, fast delivery!",2023-11-30,2023-11-28,2023-11-30
R000401,O000578,3,"Product is okay, average quality.",2024-10-19,2024-10-20,2024-10-24
R000402,O000579,5,Exactly as described. Very happy.,2023-06-27,2023-06-26,2023-06-30
R000403,O000580,2,"Works fine, nothing special.",2024-04-17,2024-04-20,2024-04-21
R000404,O000581,5,Loved it!,2023-12-25,2023-12-25,2023-12-28
R000405,O000582,2,"Works fine, nothing special.",2024-11-08,2024-11-11,2024-11-13
R000406,O000584,4,Exactly as described. Very happy.,2024-04-17,2024-04-15,2024-04-18
R000407,O000586,3,Delivery took longer than expected.,2023-08-07,2023-08-06,2023-08-07
R000408,O000588,4,"Works fine, nothing special.",2024-04-20,2024-04-23,2024-04-27
R000409,O000589,5,Exactly as described. Very happy.,2024-06-05,2024-06-05,2024-06-09
R000410,O000591,4,Decent but packaging could improve.,2024-03-25,2024-03-26,2024-03-28
R000411,O000592,5,"Great product, fast delivery!",2023-10-30,2023-10-28,2023-10-31
R000412,O000593,5,Loved it!,2024-05-29,2024-05-28,2024-05-29
R000413,O000595,4,"Works fine, nothing special.",2024-11-19,2024-11-22,2024-11-26
R000414,O000598,3,"Works fine, nothing special.",2023-02-10,2023-02-11,2023-02-14
R000415,O000599,4,"Excellent quality, will buy again.",2023-03-30,2023-03-30,2023-04-03
R000416,O000601,5,"Excellent quality, will buy again.",2023-07-15,2023-07-13,2023-07-14
R000417,O000603,2,"Product is okay, average quality.",2023-01-17,2023-01-19,2023-01-22
R000418,O000605,4,"Product is okay, average quality.",2023-09-29,2023-10-01,2023-10-05
R000419,O000606,3,"Product is okay, average quality.",2023-01-06,2023-01-09,2023-01-11
R000420,O000607,5,"Great product, fast delivery!",2023-05-01,2023-04-30,2023-05-01
R000421,O000610,4,"Works fine, nothing special.",2023-10-19,2023-10-20,2023-10-21
R000422,O000611,3,"Works fine, nothing special.",2023-12-21,2023-12-24,2023-12-28
R000423,O000612,4,"Excellent quality, will buy again.",2024-02-25,2024-02-25,2024-02-27
R000424,O000614,4,Good value for money.,2023-11-07,2023-11-06,2023-11-07
R000425,O000615,3,Delivery took longer than expected.,2024-12-12,2024-12-14,2024-12-15
R000426,O000616,2,Decent but packaging could improve.,2023-12-22,2023-12-23,2023-12-26
R000427,O000617,5,Good value for money.,2024-04-15,2024-04-14,2024-04-15
R000428,O000618,5,"Excellent quality, will buy again.",2023-08-23,2023-08-23,2023-08-26
R000429,O000620,5,"Great product, fast delivery!",2024-06-16,2024-06-14,2024-06-15
R000430,O000621,3,Decent but packaging could improve.,2023-12-09,2023-12-10,2023-12-12
R000431,O000623,4,"Great product, fast delivery!",2023-04-19,2023-04-18,2023-04-20
R000432,O000625,5,Good value for money.,2024-06-20,2024-06-20,2024-06-23
R000433,O000626,1,Not worth the price.,2024-08-19,2024-08-28,2024-08-30
R000434,O000628,4,Decent but packaging could improve.,2023-07-17,2023-07-18,2023-07-19
R000435,O000629,3,Delivery took longer than expected.,2023-01-12,2023-01-15,2023-01-19
R000436,O000630,5,Loved it!,2023-08-12,2023-08-12,2023-08-13
R000437,O000631,5,Loved it!,2024-06-21,2024-06-20,2024-06-22
R000438,O000632,5,"Great product, fast delivery!",2023-12-10,2023-12-08,2023-12-11
R000439,O000635,4,Decent but packaging could improve.,2023-01-10,2023-01-11,2023-01-13
R000440,O000636,3,Decent but packaging could improve.,2023-08-14,2023-08-15,2023-08-17
R000441,O000637,4,Delivery took longer than expected.,2024-04-03,2024-04-04,2024-04-07
R000442,O000638,4,Good value for money.,2024-12-05,2024-12-04,2024-12-06
R000443,O000639,4,Exactly as described. Very happy.,2024-10-30,2024-10-30,2024-11-01
R000444,O000640,2,Decent but packaging could improve.,2023-01-16,2023-01-17,2023-01-21
R000445,O000641,4,"Works fine, nothing special.",2024-11-08,2024-11-09,2024-11-13
R000446,O000644,4,"Works fine, nothing special.",2023-11-19,2023-11-21,2023-11-24
R000447,O000645,5,"Excellent quality, will buy again.",2023-10-11,2023-10-10,2023-10-13
R000448,O000648,4,Decent but packaging could improve.,2023-06-30,2023-07-03,2023-07-04
R000449,O000649,5,Good value for money.,2023-07-09,2023-07-09,2023-07-11
R000450,O000650,5,Good value for money.,2023-12-27,2023-12-25,2023-12-27
R000451,O000651,4,Good value for money.,2024-06-23,2024-06-23,2024-06-26
R000452,O000652,4,"Great product, fast delivery!",2023-12-10,2023-12-09,2023-12-13
R000453,O000654,3,"Works fine, nothing special.",2024-12-24,2024-12-25,2024-12-29
R000454,O000655,3,Delivery took longer than expected.,2024-12-20,2024-12-22,2024-12-25
R000455,O000656,1,Not worth the price.,2024-08-01,2024-08-11,2024-08-13
R000456,O000659,3,Decent but packaging could improve.,2024-12-07,2024-12-10,2024-12-12
R000457,O000660,5,Loved it!,2023-02-17,2023-02-16,2023-02-17
R000458,O000661,4,Decent but packaging could improve.,2023-09-20,2023-09-21,2023-09-22
R000459,O000662,5,"Excellent quality, will buy again.",2023-06-28,2023-06-27,2023-06-30
R000460,O000663,4,"Product is okay, average quality.",2023-06-14,2023-06-15,2023-06-18
R000461,O000665,4,"Works fine, nothing special.",2024-03-18,2024-03-19,2024-03-21
R000462,O000666,1,Not worth the price.,2024-07-19,2024-07-23,2024-07-26
R000463,O000667,4,"Product is okay, average quality.",2024-02-24,2024-02-25,2024-02-27
R000464,O000669,1,"Very late delivery, disappointed.",2024-08-23,2024-08-28,2024-08-31
R000465,O000670,2,Delivery took longer than expected.,2024-03-25,2024-03-27,2024-03-29
R000466,O000672,2,Delivery took longer than expected.,2024-04-09,2024-04-10,2024-04-11
R000467,O000673,4,"Great product, fast delivery!",2023-07-30,2023-07-30,2023-08-03
R000468,O000674,4,"Works fine, nothing special.",2023-10-02,2023-10-03,2023-10-04
R000469,O000675,5,Good value for money.,2024-11-18,2024-11-17,2024-11-19
R000470,O000676,3,"Works fine, nothing special.",2023-07-22,2023-07-24,2023-07-26
R000471,O000677,4,"Great product, fast delivery!",2023-11-13,2023-11-11,2023-11-13
R000472,O000678,4,"Great product, fast delivery!",2024-11-17,2024-11-15,2024-11-18
R000473,O000679,5,Good value for money.,2024-05-23,2024-05-22,2024-05-25
R000474,O000681,4,"Excellent quality, will buy again.",2023-04-23,2023-04-22,2023-04-26
R000475,O000682,4,"Works fine, nothing special.",2023-01-22,2023-01-25,2023-01-26
R000476,O000683,2,"Works fine, nothing special.",2024-03-27,2024-03-30,2024-04-03
R000477,O000684,4,Delivery took longer than expected.,2023-11-07,2023-11-10,2023-11-14
R000478,O000685,3,Decent but packaging could improve.,2023-04-07,2023-04-07,2023-04-10
R000479,O000686,3,Delivery took longer than expected.,2024-12-17,2024-12-19,2024-12-20
R000480,O000687,3,Decent but packaging could improve.,2023-12-12,2023-12-13,2023-12-14
R000481,O000688,5,"Excellent quality, will buy again.",2023-06-27,2023-06-26,2023-06-29
R000482,O000690,3,Delivery took longer than expected.,2024-04-27,2024-04-25,2024-04-28
R000483,O000692,4,"Product is okay, average quality.",2023-07-09,2023-07-12,2023-07-13
R000484,O000694,4,Exactly as described. Very happy.,2023-11-25,2023-11-25,2023-11-29
R000485,O000695,3,Decent but packaging could improve.,2024-01-07,2024-01-08,2024-01-09
R000486,O000696,3,"Product is okay, average quality.",2023-11-30,2023-11-29,2023-12-02
R000487,O000697,3,"Product is okay, average quality.",2023-02-23,2023-02-26,2023-02-27
R000488,O000698,4,Exactly as described. Very happy.,2023-05-20,2023-05-18,2023-05-20
R000489,O000701,5,Good value for money.,2023-03-03,2023-03-03,2023-03-07
R000490,O000702,3,Delivery took longer than expected.,2024-11-01,2024-10-30,2024-11-02
R000491,O000703,3,"Product is okay, average quality.",2024-12-21,2024-12-23,2024-12-26
R000492,O000704,1,Received a damaged item.,2024-07-30,2024-08-09,2024-08-13
R000493,O000705,5,Loved it!,2024-10-18,2024-10-18,2024-10-19
R000494,O000706,3,"Product is okay, average quality.",2023-06-11,2023-06-09,2023-06-10
R000495,O000707,4,Decent but packaging could improve.,2024-12-30,2025-01-01,2025-01-05
R000496,O000708,3,"Product is okay, average quality.",2023-06-12,2023-06-13,2023-06-17
R000497,O000710,3,Decent but packaging could improve.,2025-01-02,2025-01-04,2025-01-05
R000498,O000711,3,"Product is okay, average quality.",2024-05-12,2024-05-14,2024-05-16
R000499,O000712,3,"Product is okay, average quality.",2024-12-18,2024-12-21,2024-12-25
R000500,O000713,3,"Product is okay, average quality.",2024-01-20,2024-01-21,2024-01-25
R000501,O000715,4,Exactly as described. Very happy.,2023-11-06,2023-11-04,2023-11-08
R000502,O000716,2,"Works fine, nothing special.",2024-02-12,2024-02-14,2024-02-15
R000503,O000718,4,"Works fine, nothing special.",2024-03-14,2024-03-16,2024-03-20
R000504,O000719,4,Loved it!,2024-12-20,2024-12-20,2024-12-22
R000505,O000720,4,Good value for money.,2023-05-10,2023-05-09,2023-05-10
R000506,O000722,5,Exactly as described. Very happy.,2024-11-25,2024-11-23,2024-11-24
R000507,O000723,3,Delivery took longer than expected.,2024-12-27,2024-12-29,2025-01-01
R000508,O000724,5,Exactly as described. Very happy.,2024-12-21,2024-12-21,2024-12-22
R000509,O000725,3,Decent but packaging could improve.,2023-12-25,2023-12-26,2023-12-30
R000510,O000726,3,Decent but packaging could improve.,2024-12-24,2024-12-26,2024-12-28
R000511,O000727,4,"Excellent quality, will buy again.",2024-06-17,2024-06-16,2024-06-18
R000512,O000729,4,Good value for money.,2023-12-24,2023-12-23,2023-12-27
R000513,O000731,5,Good value for money.,2023-08-01,2023-07-30,2023-08-03
R000514,O000732,4,"Product is okay, average quality.",2024-03-09,2024-03-11,2024-03-12
R000515,O000733,3,Decent but packaging could improve.,2024-04-26,2024-04-28,2024-05-02
R000516,O000734,4,"Works fine, nothing special.",2023-05-26,2023-05-28,2023-05-30
R000517,O000735,5,"Great product, fast delivery!",2024-01-29,2024-01-28,2024-01-30
R000518,O000738,5,"Excellent quality, will buy again.",2023-01-28,2023-01-27,2023-01-31
R000519,O000740,4,"Works fine, nothing special.",2023-09-25,2023-09-26,2023-09-30
R000520,O000741,3,Decent but packaging could improve.,2024-11-27,2024-11-27,2024-11-28
R000521,O000742,3,"Product is okay, average quality.",2023-06-11,2023-06-14,2023-06-16
R000522,O000743,5,Loved it!,2024-03-19,2024-03-18,2024-03-21
R000523,O000744,3,"Product is okay, average quality.",2023-06-16,2023-06-17,2023-06-19
R000524,O000745,2,"Works fine, nothing special.",2023-08-14,2023-08-16,2023-08-18
R000525,O000746,3,"Works fine, nothing special.",2024-10-22,2024-10-24,2024-10-26
R000526,O000748,3,"Works fine, nothing special.",2023-03-18,2023-03-21,2023-03-23
R000527,O000749,4,"Works fine, nothing special.",2023-11-29,2023-11-30,2023-12-04
R000528,O000750,3,"Product is okay, average quality.",2023-02-03,2023-02-06,2023-02-07
R000529,O000751,5,Exactly as described. Very happy.,2023-12-11,2023-12-10,2023-12-12
R000530,O000752,3,"Works fine, nothing special.",2024-05-05,2024-05-08,2024-05-10
R000531,O000753,2,"Product is okay, average quality.",2023-04-07,2023-04-09,2023-04-10
R000532,O000756,3,Delivery took longer than expected.,2024-12-02,2024-11-30,2024-12-01
R000533,O000757,4,Exactly as described. Very happy.,2024-12-10,2024-12-09,2024-12-11
R000534,O000758,4,Exactly as described. Very happy.,2023-02-23,2023-02-23,2023-02-27
R000535,O000759,2,"Product is okay, average quality.",2024-06-21,2024-06-24,2024-06-27
R000536,O000760,3,"Works fine, nothing special.",2023-10-15,2023-10-18,2023-10-22
R000537,O000762,4,"Works fine, nothing special.",2024-07-01,2024-07-03,2024-07-04
R000538,O000764,3,"Works fine, nothing special.",2024-12-17,2024-12-15,2024-12-18
R000539,O000766,4,Good value for money.,2023-09-15,2023-09-15,2023-09-19
R000540,O000767,3,Received a damaged item.,2024-08-01,2024-08-10,2024-08-11
R000541,O000769,3,Delivery took longer than expected.,2024-01-19,2024-01-21,2024-01-23
R000542,O000770,4,"Great product, fast delivery!",2023-09-25,2023-09-25,2023-09-26
R000543,O000772,5,"Excellent quality, will buy again.",2023-06-22,2023-06-21,2023-06-24
R000544,O000774,4,"Works fine, nothing special.",2024-11-24,2024-11-27,2024-11-30
R000545,O000776,4,Delivery took longer than expected.,2023-12-10,2023-12-11,2023-12-13
R000546,O000777,4,Loved it!,2023-06-07,2023-06-05,2023-06-06
R000547,O000779,5,Loved it!,2023-01-27,2023-01-26,2023-01-27
